Name,Function,Indoor/Outdoors,Details,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Score,NumOfReviews,Latitude,Longitude,Image
카페나루,카페,Indoor,"광진구 광장동에 있는 카페나루는 아메리카노 ,독일식 홈메이크 딸기토르테를 잘하는 베스트 맛집으로 회식, 모임, 데이트, 추천맛집이다.",8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-8PM,8AM-6PM,Closed,4.1,15,37.5505389,127.072134,CaféNaru.jpg
타로카페드뷔시산장,카페,Indoor,"성동구 행당동에 위치한 타로카페드뷔시산장은 가정집의 담장을 없앤 아늑한 마당에서 한가롭게 커피를 즐길 수 있는 동네카페이다. 살구나무 밑에 놓인 테이블, 아기자기한 소품들로 꾸며진 실내, 홈메이드 컵케이크와 토스트를 맛볼 수 있지요. 바삭하게 구워진 토스트 위에 모짜렐라 치즈를 올려 구운 치즈 온 토스트, 건국 소제시 핫도그 등 모든 메뉴를 저렴하게 즐길 수 있어 더욱 인기를 끈다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.4,18,37.558454,127.0229545,TaroCaféDeBussyMountainFortress.jpg
카페보니또 성수점,카페,Indoor,"성동구 성수동에 위치한 카페보니또 성수점은 맛있는 원두커피를 자랑하는 감성커피상점이다. 매일 아침 갓 구워낸 신선한 에릭케제르 베이커리와 모닝 샌드위치 또한 판매하고 있다. 핸드드림 원두커피의 맛이 좋아 인기가 많은 곳이다. 커피용품과 원두커피, 1회용 커피 선물세트 또한 판매하고 있다. 합리적인 가격으로 우수한 품질의 커피 및 음료와 샌드위치 등을 즐길 수 있다.",8AM-12PM,8AM-12PM,8AM-12PM,8AM-12PM,8AM-12PM,8AM-12PM,8AM-12PM,4,12,37.5413172,127.0384367,CafébonitoSungsu.jpg
카페시벳,카페,Indoor,광진구 자양4동에 위치한 카페시벳은 지하공간이라는 단점을 아늑한 인테리어와 개성있는 분위기로 연출시킨 점이 특징이다.,10:30AM-12PM,8AM-12PM,8AM-12PM,8AM-12PM,8AM-12PM,8AM-12PM,8AM-12PM,4.5,18,37.5616654,127.0220009,CaféCivet.jpg
에잇디 카페,카페,Indoor,강남구 신사동의 에잇디 카페는 곰돌이 밀크티로 유명하다. 천장이 높아 넓어보이며 좌석 사이사이가 널찍해서 이야기 나누기에 편하다.,10AM-11PM,10AM-11PM,10AM-11PM,10AM-11PM,10AM-11PM,10AM-11PM,10AM-10PM,4.5,4,37.5244898,127.0188619,8Dcafe.jpg
담쟁이북카페,카페,Indoor,"광진구 자양동에 있는 담쟁이북카페는 광진구에서 마을공동체 사업으로 시작한 카페이다. 지역 주민들에게 인기높은 공간으로 자리잡아가고 있는데, 차를 마시기도 하고 책을 읽고 담소를 나누는 공간이다.",10AM-11PM,10AM-11PM,10AM-11PM,10AM-11PM,10AM-11PM,10AM-11PM,10AM-11PM,4.8,5,37.5505389,127.072134,Ivybookcafé.jpg
MILD,카페,Indoor,광진구 자양동에 위치한 카페 마일드는 작고 아담한 카페로 분위기가 좋은 카페이다.,12AM-8:30PM,12AM-8:30PM,12AM-8:30PM,12AM-8:30PM,12AM-8:30PM,12AM-8:30PM,12AM-8:30PM,4.4,19,37.5354365,127.0459459,MILD.jpg
카페 마리,카페,Indoor,강남구 신사동에 위치한 카페 마리는 작지만 한적한 분위기가 특징이다.,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,7AM-9PM,12AM-9PM,7AM-9PM,4.4,5,37.5250603,127.0131429,CafeMari.jpg
카페 레지던스,카페,Indoor,광진구 구의2동에 위치한 카페 레지던스는 차분한 인테리어와 아기자기한 소품들로 구성되어 있어 고요한 분위기를 연출한다.,12AM-9PM,12AM-9PM,12AM-9PM,12AM-9PM,12AM-9PM,12AM-9PM,12AM-9PM,3.5,2,37.5505389,127.072134,CafeResidence.jpg
원풀키즈카페,카페,Indoor,동대문구 장안동에 위치한 원풀키즈카페는 어린이를 위한 수영장이다. 아동과 부모를 위한 여러 시설들이 갖추어져 있다.,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,10AM-10PM,3.3,8,37.5505389,127.072134,OneFullKidsCafe.jpg
카페 피아트,카페,Indoor,광진구 광장동에 위치한 카페 피아트는 광나루역과 가깝고 조용한 분위기와 실내 인테리어가 특징이다.,9AM-11PM,9AM-11PM,9AM-11PM,9AM-11PM,9AM-11PM,9AM-11PM,9AM-11PM,3.9,18,37.5505389,127.072134,CafeFiat.jpg
Camel Café,카페,Indoor,성동구 성수동에 위치한 카멜카페는 작은 카페이지만 빈티지 테마의 특징을 잘 살려 분위기가 특징이다.,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,3.9,55,37.5371956,127.0383868,CamelCafé.jpg
카페드유라,커피용품 판매점,Indoor,강남구 압구정동에 위치한 카페 드유라는 커피용품 판매점으로 로스팅 원두 및 여러가지 바리스타 용품을 구입할 수 있다.,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-PM4,Closed,5,1,37.5273389,127.0285199,CafedeYura.jpg
소코 바 BAR SOKO,칵테일바,Indoor,용산구 한남동에 위치한 소코바는 편안한 분위기가 특징이며 개화기 시절을 컨샙으로 한 바이다. 옆자리에서 떠들어도 거슬릴것 없을 정도로 소음 수준이 좋다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,4.4,26,37.534872,127.0051026,BarSoko.jpg
더블유바,와인 바,Indoor,강남구 신사동에 위치한 더블유바는 어두운 조명이 특징적이다. 신사역 4번출구로 접근가능하다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.3,4,37.5504806,127.019475,Wbar.jpg
불러노래방,노래방,Indoor,광진구 중곡동에 위치한 불러 노래방이다. 아차산역과 가깝다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,5,1,37.5560008,127.0873258,Bullowkaraoke.jpg
엘리스노래방,노래방,Indoor,광진구 중곡동에 위치한 엘리스노래방이다. 중곡역과 가깝다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,2,1,37.5505389,127.072134,Alicekaraoke.jpg
NBA노래방,노래방,Indoor,광진구 중곡동에 위치한 NBA노래방이다. 중곡역과 가깝다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,2.3,3,37.5505389,127.072134,NBAkaraoke.jpg
성수문화복지회관,문화센터,Indoor,"성동구 성수둥에 위치한 성수문화복지회관은 폐쇄적이고 거리감을 만들어 내었던 관공서의 개념을 탈피한 건축물이다. 문화를 수용하는 다양한 요소, 재미, 감동의 프로그램을 계획하여 변화하는 열려진 입체광장으로서의 역할을 수행하고 있다.",9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,4.4,13,37.5454251,127.0425457,SeongsuCulturalWelfareCenter.jpg
한국문화센터,문화센터,Indoor,"광진구 자양4동에 위치한 한국문화센터는 섬유예술, 전통침선, 꽃예술, 미용예술 등 여러 예술 기술들을 가르치고 전수한다.",10AM-9PM,10AM-9PM,10AM-9PM,10AM-9PM,10AM-9PM,10AM-6PM,Closed,,,37.5388782,127.0630416,KoreaCultureCenter.jpg
메가박스 군자,영화관,Indoor,광진구 군자동에 위치한 Megabox 군자는 군자역 7번출구와 가깝다.,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,9:30AM-11PM,4,1,37.5557163,127.0739777,MegaboxGunja.jpg
가람성,중국 음식점,Indoor,광진구 화양동에 위치한 가람성은 건국대학교 후문에 위치해 있는 중국집이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3.8,21,37.5452336,127.0752829,Garamseong.jpg
빕스 어린이대공원점,패밀리 레스토랑,Indoor,광진구 군자동에 위치한 빕스 어린이대공원점은 샐러드바를 이용할 수 있으며 스테이크도 주문 가능하다.,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,11:30AM-10PM,3.7,382,37.5516355,127.0751642,VIPSSeoulchildren'sgrandpark.jpg
하남돼지집 세종대점,한식 고기구이 레스토랑,Indoor,광진구 화양동에 위치한 하남돼지집 세종대점은 한식 고기구이 레스토랑으로 삼겹살을 포함한 여러 구이를 맛볼 수 있다.,12:00AM-12PM,12:00AM-12PM,12:00AM-12PM,12:00AM-12PM,12:00AM-12PM,12:00AM-12PM,12:00AM-12PM,4.2,38,37.5469414,127.0714333,HanampigSejongUniversity.jpg
카페 어드벤처 스튜디오,카페,Indoor,"광진구 군자동에 위치하고있는 카페 어드벤처 스튜디오는 여행자 카페로 해외여행, 바이크여행에 대한 다양한 자료를 볼 수 있다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3,2,37.5505436,127.0681101,CafeAdventureStudio.jpg
언커먼그라운드,카페,Indoor,성동구 성수동에 위치한 카페인 언커먼그라운드는 무드있는 조명으로 따뜻한 가을 느낌이 나는것이 특징이다.,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,8AM-10PM,12AM-7PM,12AM-7PM,3.9,35,37.543451,127.0552083,UncommonGround.jpg
kingdombar Sm Bar,칵테일바,Indoor,광진구 자양동에 위치한 킹덤sm바는 지하에 위치해 있어 아늑하고 포근한 분위기가 특징이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.3,3,37.5375863,127.0796402,KingdombarSmBar.jpg
Bar Lupin,바 & 그릴,Indoor,강남구 첨당동에 위치한 바 루팡은 내부가 고급스러우며 개별적으로 구획되어있다. 여러가지 섹션의 칵테일이 준비되어있어 여러 종류의 칵테일을 즐길수 있다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,4,22,37.5263762,127.036382,BarLupin.jpg
바푸리 성수역점,음식점,Indoor,성동구 성수동에 위치한 바푸리 성수역점은 숯불김밥을 포함한 이색적인 김밥을 판매한다.,7:30AM-9:30PM,7:30AM-9:30PM,7:30AM-9:30PM,7:30AM-9:30PM,7:30AM-9:30PM,7:30AM-9:30PM,Closed,4.2,6,37.5459424,127.0530532,BapuriSeongsuStation.jpg
레솔베르시가바,시가 전문점,Indoor,강남구 청담동에 위치한 레솔베르 시가바는 국내 최대 시가를 보유한 시가바로  시가에 관련된 다양한 악세서리들이 전시되어 있다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,12AM-12PM,4.6,40,37.5246742,127.0366052,Resolversigarbar.jpg
몽크투바흐,재즈바,Indoor,강남구 신사동에 위치한 몽크투바흐는 압구정역 근처에있는 음악까페이다. 매주 토요일 클래식 영화음악 등 다양한 주제를 가지고 음악감상회가 열린다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.5,35,37.5211724,127.0228984,MonktoBach.jpg
부킹노래방,노래방,Indoor,광진구 자양동에 위치한 부킹노래방이다. 건대입구역 6번출구와 가깝다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,37.5391509,127.0661451,Bookingkaraoke.jpg
국립현대미술관 서울관,미술관,Indoor,"종로구 소격동에 위치한 국립현대미술관 서울관은 기무사 터와 기타 조선왕조 종친부 부지를 포함에서 크고 아름다우면서도 도심에 위치하게 지었다. 무형의 미술관, 군도형 미술관, 열린 미술관의 세가지 주제로 설계되었다.",10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,10AM-9PM,10AM-9PM,10AM-6PM,4.4,"1,375",37.5794091,126.9628596,NationalmuseumofcontemporaryartSeoul.jpg
대림미술관,미술관,Indoor,종로구 동의동에 위치한 대림미술관은 한국 최초의 사진 전문 미술관으로 출발하여 현재에는 사진뿐만 아니라 디자인을 포함한 다양한 분야의 전시를 소개하며 그 경계를 확장해 나가고 있다.우리 주변에서 쉽게 발견 할 수 있는 사물의 가치를 새롭게 조명함으로써 대중들이 일상 속에서 예술을 즐길 수 있도록 새로운 라이프 스타일을 제안하는 전시 컨텐츠를 연구하고 있다.,Closed,10AM-6PM,10AM-6PM,10AM-8PM,10AM-6PM,10AM-8PM,10AM-6PM,4.2,876,37.577459,126.9558315,DaelimMuseumofArt.jpg
삼성리움미술관,미술관,Indoor,용산구 한남동에 위치한 삼성리움미술관은 삼성문화재단에서 만든 사립 미술관이다. 컬렉션 만큼은 한국 전통 미술과 현대 미술 양 쪽 모두에서 한국 정상급인 미술관임을 부인할 수 없다. 특히 한국 전통 미술에 관해서 리움과 비교될만한 사립 미술관은 간송미술관 정도 밖에 없다.,Closed,10:30AM-6PM,10:30AM-6PM,10:30AM-6PM,10:30AM-6PM,10:30AM-6PM,10:30AM-6PM,4.4,862,37.538122,126.9810695,SamsungLeeumMuseumofArt.jpg
D Museum,미술관,Indoor,"용산구 한남동에 위치한 D Museum은 전시실 2개의 층으로 구성되어 있다. 전시실 이외에는 국내외 아티스트의 콜라보레이션 상품을 소개하는 뮤지엄샵, 미술관내 전용 카페인 'D카페', 200명 이상을 수용할 수 있는 4층의 다목적홀 스튜디오, 지하주차장으로 구성되어 있다.",Closed,10AM-6PM,10AM-6PM,10AM-6PM,10AM-8PM,10AM-8PM,10AM-6PM,4.1,"1,086",37.5371914,126.9939275,DMuseum.jpg
소마미술관,미술관,Indoor,송파구 방이동에 위치한 소마미술관은 국민체육진흥공단이 국민의 예술적 정서함양을 위하여 2004년 9월 개관한 대중지향적 문화예술공간이다. 2006년 국내 최초로 소마드로잉센터를 개관하여 드로잉 분야에 있어 독창적인 색깔을 추구하고 있다.,Closed,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,4,285,37.5166362,127.1007442,SomaMuseumofArt.jpg
국립현대미술관 덕수궁관,미술관,Indoor,중구 세종대로에 위치한 국립현대미술관 덕수궁관은 1998년 덕수궁 내 분관으로 개관하였다.석조전의 동관과 서관으로 둘러싸인 직각의 공간 안에는 청동 분수대를 갖춘 정원이 자리한다. 우리나라 최초의 서양식 정원으로 지금도 분수대로서의 역할을 다하고 있다.,Closed,10AM-7PM,10AM-9PM,10AM-7PM,10AM-7PM,10AM-9PM,10AM-7PM,4.4,259,37.5658959,126.9561827,NationalmuseumofcontemporaryartDeoksugungPalace.jpg
서울시립미술관 서소문본관,미술관,Indoor,"중구 서소문동에 위치한 서울시립미술관 서소문 본관은 르네상스 양식과 현대식 건물의 결합으로 미술관 건물 자체의 건축미가 두드러진다. 샤갈, 피카소, 마티스, 마그리트, 고흐 등 미술에 문외한인 사람도 익히 알 만한 세계 유명 화가들의 전시회는 물론 국제미디어아트비엔날레, 미술관 봄나들이전 등 특색 있는 기획 전시를 선보인다.",Closed,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-6PM,10AM-6PM,4.3,832,37.5640253,126.9562698,SeoulmuseumofartSeosomunBuilding.jpg
아르코미술관,미술관,Indoor,"종로구 이화동에 위차한 아크로미술관은 한국의 동시대 예술작품과 이에 관한 담론의 생산처로서 장르나 매체간의 통섭적 사유를 구현하기 위한 실험적인 기획전과 이를 대중들과 소통할 수 있는 다양한 교육프로그램, 국제교류 네트워크를 활용한 다양한 협업 프로그램을 운영하고 있다.",Closed,11:00AM-6PM,11:00AM-6PM,11:00AM-6PM,11:00AM-6PM,11:00AM-6PM,11:00AM-6PM,4.4,44,37.5804502,126.9856794,Arkoartmuseum.jpg
서울시립미술관 경희궁미술관,미술관,Indoor,"종로구 사직동에 위치한 서울시립미술관의 경희궁분관으로 10미터가 넘는 높은 천장, 내부 구조를 그대로 드러내는 철재 구조물들, 유동적 동선을 보여주는 굴곡진 내부구조와 원형식의 복도 등의 외형적 특징이 인상적이다.",10AM-8PM,10AM-8PM,10AM-8PM,10AM-8PM,10AM-8PM,10AM-8PM,10AM-8PM,3,4,37.5700964,126.9512047,SeoulMuseumofArtGyeonghuiPalaceMuseumofArt.jpg
포스코미술관,미술관,Indoor,"강남구 대치동에 위치한 포스코미술관은 1995년 개관한 이래 예술을 매개로 사람과 사람, 사람과 사회간의 자유로운 소통이 가능한 ""열린 문화 공간, 문턱 낮은 미술관""을 지향해 오고 있다. 다양한 현대미술 기획전시와 아카데미 프로그램을 통해 ""예술 속의 생활, 생활 속의 예술"" 실천하고 있다.",10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,12AM-5PM,Closed,3.9,61,37.5058037,127.0386377,POSCOMuseumofArt.jpg
K현대미술관,미술관,Indoor,"강남구 압구정동에 위치한 K현대미술관은 세계적인 예술작품을 소장하고 전시하며 관객과 소통하는 현대미술관 이다. 국내 유일의 야간개장 미술관이기도 하며, 몇몇 작품은 만져볼수도 있어서 긴장감도 좀 내려놓고 편하게 관람할 수 있다.",Closed,10AM-8PM,10AM-8PM,10AM-8PM,10AM-8PM,10AM-8PM,10AM-6:30PM,3.9,151,37.5242737,127.0215448,KMuseumofContemporaryArt.jpg
간송미술관,미술관,Indoor,"송북구 성북동에 위치한 간송미술관은  대한민국 최초의 근대식 사립박물관이다. 1938년 간송 전형필 선생이 설립한 보화각이 전신으로, 1966년 간송미술관과 한국민족미술연구소 체제로 변경되었다. 12점의 국보와 10점의 보물, 그리고 서울특별시 유형문화재 4점 등 수천여점의 문화재를 소장하고 있다.",10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,4,25,37.5936152,126.9793463,Gansongartmuseum.jpg
서울미술관,미술관,Indoor,"종로구 부암동에 위치한 서울미술관은 감상자가 창조자가 되는 미술관을 지향한다. 감상자가 미술관과 전문가들의 권위에 눌려 주어진 정보를 수동적으로 수용하는 미술관이 아니라, 스스로 감상의 주체가 되어 창조적으로 감상하는 미술관을 모토로 운영되고 있다.",Closed,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,4.1,798,37.5948345,126.9457404,Seoulmuseumofart.jpg
국립현대미술관,미술관,Indoor,경기도 과천시 문원동에 위치한 국립현대미술관은 미술작품 및 자료의 수집·보존·전시·조사 및 연구와 이에 관한 국제교류 및 미술활동의 보급을 통한 국민의 미술문화의식 향상에 관한 사무를 관장하고 있다.,Closed,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,10AM-9PM,10AM-6PM,4.3,762,37.4303743,127.0020942,Nationalmuseumofcontemporaryart.jpg
일민미술관,미술관,Indoor,일민미술관은 종로구 세종로에 위치한 미술관이다. 김상만의 업적을 기리기 위해 설립되었다. 시대와 삶에 새겨진 일상의 미적 가치를 탐구하여 예술과 대중 간의 유기적 소통을 확장의 의도로 운영되고 있다.,Closed,11:00AM-7PM,11:00AM-7PM,11:00AM-7PM,11:00AM-7PM,11:00AM-7PM,11:00AM-7PM,3.9,95,37.569784,126.9601545,Ilminmuseumofart.jpg
국립현대미술관 창동레지던시,미술관,Indoor,도봉구 창2동에 위치한 국립현대미술관 창동레지던시는 미술작가들의 창작 여건 활성화와 한국 현대미술의 국제화를 위해 국립현대미술관이 운영하는 레지던시이다.,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,4,9,37.6406935,127.0218964,Nationalmuseumofcontemporaryartresidencychangdong.jpg
한미사진미술관,미술관,Indoor,송파구 방이동에 위치한 한미사진미술관은 2004년 국내 최초로 개관한 사진 전문 미술관이다. 사진에 대한 애정만으로 힘겨운 사진가의 길을 마다하지 않는 작가들의 창작 의욕을 북돋워 작품 활동을 적극 장려할 수 있는 분위기를 형성시키기에 일조하고 있다.,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,Closed,4.2,22,37.516571,127.0964485,Museumofphotographyseoul.jpg
성곡미술관,미술관,Indoor,종로구 사직동에 위치한 성곡미술관은  성곡미술문화재단에 운영하고 있다. 소규모의 알찬 전시들이 자주 열리고 특별 전시외에도 조각공원이 꾸며져 있어 둘러보기 좋다.,Closed,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,4.1,79,37.5731157,126.9522548,Sunggokartmuseum.jpg
성북구립미술관,미술관,Indoor,성북구 성북동에 위치한 성북구립미술관은 서울시 최초의 자치구 미술관으로 예술적 내향이 깃든 고즈넉한 작품들이 전시되어 있다.,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,10AM-6PM,,,37.603604,127.0324413,Sungbukmuseumofart.jpg
예술의전당 한가람미술관,미술관,Indoor,서초구 서초 3동에 위치한 예술의 전당 내부에 자리잡고 있는 한가람미술관은 본관 전체 3층 중 1층 3개 전시실으로 운영되고 있다. 기획전을 상시 하는 곳으로 유명하다.,11:00AM-8PM,11:00AM-8PM,11:00AM-8PM,11:00AM-8PM,11:00AM-8PM,11:00AM-8PM,11:00AM-8PM,4.3,"1,422",37.4803793,126.9967367,Seoulartscenterhangaramartmuseum.jpg
유강원(순명효황후의 릉)문화유적,역사적 명소,Outdoor,광진구 능동에 위치한 유강원은 대한제국 순종의 비 순명효황후의 옛 무덤이다. 옛 유강원 터인 광진구 어린이대공원에 남아 있다. 2001년 서울특별시의 유형문화재 제 134호로 지정되었다.,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,5AM-10PM,2,1,37.549363,127.0643031,Yoogangwon.jpg
살곶이다리,역사적 명소,Outdoor,성동구 행당1동에 위치한 살곶이다리는  조선의 수도인 한성부와 한반도 남동부를 잇는 주요 교통로에 세워진 다리로 강릉·충주 지방을 연결하는 주요 통로였다. 현존하는 조신 시대 돌다리 중 가장 길다는 특징이 있다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4,118,37.5360063,127.0214313,Salgoteedari.jpg
아차산성,역사적 명소,Outdoor,광진구 광장동 한강 북쪽에 위치하고 있는 아차산성은 사적 제 234호로 지정된 문화재이다. 백제가 하남위례성에 도읍하였을 때 고구려의 침입을 물리치기 위하여 쌓은 큰 성이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.2,86,37.5544541,127.0854302,Achasanseong.jpg
광화문,역사적 명소,Outdoor,"종로구에 위치한 경복궁의 남쪽에 있는 정문이다. 패의 뜻은 '임금의 큰 덕이 온 나라를 비춘다'이다.1395년에 세워졌으며, 2층 누각인 광화문 앞의 양쪽에는 한 쌍의 해치 조각상이 자리잡고 있다. 광화문의 석축부에는 세 개의 홍례문이 있다. 가운데 문은 임금이 다니는 문이고, 나머지 좌우의 문은 신하들이 다니던 문이었다.",8AM-5PM,8AM-5PM,8AM-5PM,8AM-5PM,8AM-5PM,8AM-5PM,8AM-5PM,4.5,"4,150",37.5759369,126.9593062,Gwanghwamun.jpg
풍납토성,역사적 명소,Outdoor,광진구 광장동의 산속에 위치한 아차산성은 사적 제 234호로 지정된 문화재이다. 백제가 하남 위례성에 도읍하였을 때 고구려의 침입을 물리치기 위하여 쌓은 큰 성이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3.8,30,37.5390793,127.1034372,Pungnapearthenramparts.jpg
장충단비,역사적 명소,Outdoor,중구 장충동에 있는 장춘단비는 대한제국 시대에 만들어진 장충단에 서 있던 비석이다. 1969년 서울특별시의 유형문화재 제1호로 지정되었다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,37.5575642,126.9866244,Jangchungdanbi.jpg
숭례문,역사적 명소,Outdoor,"중구에 위치한 숭례문은 남대문이라고 불리기도 한다. 2008년 방화로 인하여 소실된 나쁜 기억이 있지만, 2013년 4월 소실된 숭례문을 원형에 가깝게 복원하였다.",9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,9AM-6PM,4.3,"2,661",37.5599526,126.9577925,Sungnyemun.jpg
남한산성 북문,역사적 명소,Outdoor,경기도 광주시에 자리하고 있는 남한산성의 4개소의 문 중 북쪽에 위치한 북문으로 '전승문'이라고 불리기도 한다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.1,276,37.481568,127.1672906,Namhansansungnorthgate.jpg
광평대군묘,역사적 명소,Outdoor,강남구 일원동에 위치한 광평대군묘는 세종대왕과 소헌왕후 심씨의 다섯째 아들의 분묘이다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3.4,9,37.486769,127.0746175,Gwangpyeongroyaltomb.jpg
아차산4보루,역사적 명소,Outdoor,"광진구, 구리시 중첩에 위치하고 있으며 5세기 중반경 장수왕이 조성한것으로 알려져 있다. 철기제작 및 수리시설이 발견되었으며, 고구려편제 실마리를 제공하는 유적으로도 확인되고 있다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,3,3,37.5711395,127.0867368,Achasanfourbastion.jpg
서울문묘,역사적 명소,Outdoor,온돌이 발견되어 한민족 주거문화에 대해서도 알 수 있는 중요유적입니다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.8,4,37.5858494,126.9785776,Seoulmunmyo.jpg
동대문,역사적 명소,Outdoor,종로구에 위치한 흥인지문이라고도 불리는 동대문은 한양의 4대문 중의 하나로 대한민국의 보물 제 1호로 지정되어 있다. 도성의 8개 성문 중 유일하게 옹성을 갖추고 있다는 특징이 있다.,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.1,"1,080",37.5711389,126.9920357,Dongdaemun.jpg
우정총국,역사적 명소,Outdoor,종로구 우정국로에 위치한 우정총국은 조선시대 후기 우체업무를 담당하던 관청으로 한국 역사상 최초의 우체국이라고 할 수 있다. 건물은 사적 제213호로 지정되어 있다.,9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,9AM-5PM,4,8,37.5743555,126.9651532,Firstpostaladministration.jpg
동구릉 재실,역사적 명소,Outdoor,"동구릉은 경기도 구리시에 있는 조선 시대의 왕릉군이다. 동구릉은 사적 제193호로 지정되어 있으며, 2009년 유네스코 세계유산으로 등재되었다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.4,15,37.6186227,127.11688,Donggureung.jpg
광통교,역사적 명소,Outdoor,"청계천에 설치되어 있는 다리로 지금의 광교 자리에 있었으며, 육조거리에서 숭례문으로 이어지는 도성 안 중심통로여서 옛 도성에서 가장 많은 사람들이 왕래하던 다리였다고 한다.",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,4.6,13,37.5691135,126.963655,Gwangtonggyo.jpg
